primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
John Lithgow,1945,NA,"actor,soundtrack,producer","tt0084917,tt0086856,tt2639344,tt0106582",5.905425981618208,nm0001475,"Thriller, Comedy, Biography,Comedy,Drama, Sci-Fi,Thriller, Comedy,Mystery,Thriller, Animation,Drama,Family, Adventure,Comedy,Drama, Comedy,Drama, Drama,Mystery,Thriller, Documentary, Comedy,Crime,Drama, Adventure,Animation,Comedy, Crime,Drama,Mystery, Adventure,Mystery,Sci-Fi, Drama,Music,Romance, Comedy,Family,Fantasy, Adventure, Romance,Thriller, Adventure,Comedy,Sci-Fi, Horror,Mystery,Thriller, Biography,Documentary,History, Documentary,History, Drama,Romance, Crime,Drama,Horror, Comedy,Drama,Thriller, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Biography,Drama, Adventure,Family,Fantasy, Comedy,Drama,Romance"
Jürgen Prochnow,1941,NA,"actor,producer,soundtrack","tt0082096,tt0113492,tt0116209,tt0087182",5.842920449826967,nm0001638,"Thriller, Action,Thriller, Crime, Comedy, Drama,Romance,War, Biography,Comedy,Drama, Action,Sci-Fi, Action,Romance,Thriller, Adventure,Drama,Thriller, Comedy,Drama, Western, Horror,Thriller, Crime,Thriller, Crime,Drama, Action,Adventure,Crime, Action,Adventure,Drama, Romance, Action,Drama,Thriller, Action,Crime,Thriller, Adventure,Drama,Romance, Drama,Romance,Thriller, Drama,History, Adventure,Drama,History, Action,Crime,Sci-Fi, Action,Drama, Drama,Romance, Drama,Fantasy,Horror, Drama,Western, Adventure,Drama, Biography,Drama,History, Comedy,Thriller, Drama, Action,Comedy,Crime, Drama,War, Biography,Drama, Mystery,Thriller, Adventure,Romance,Thriller, Drama,Thriller, Sci-Fi"
Kevin Sorbo,1958,NA,"actor,producer,director","tt0213327,tt5804314,tt0110016,tt1714827",5.22368971062997,nm0001757,"Thriller, Action, Adventure,Drama,Western, Adventure,Comedy,Family, Comedy, Horror, Action,Sci-Fi, Sci-Fi,Thriller, Adventure,Comedy,Drama, Comedy,Drama, Drama,Family,Sport, Comedy,Drama,Family, Action,Adventure,Drama, Action,Drama,Thriller, Drama,Family,Fantasy, Crime,Horror,Mystery, Crime,Family,Romance, Action,Horror,Sci-Fi, Drama,Family,Romance, Action,Adventure, Comedy,Horror,Thriller, Documentary,History, Drama,Western, Drama,Family, Action,Drama,Western, Action,Sci-Fi,Thriller, Drama, Action,Adventure,Fantasy, Comedy,Fantasy, Comedy,Sport, Comedy,Drama,Romance, Family"
Ewen Bremner,1972,NA,"actor,producer,soundtrack","tt0117951,tt0451279,tt2763304,tt0370263",5.951753671070817,nm0001971,"Comedy,Family,Fantasy, Comedy, Drama,History, Crime,Horror,Thriller, Comedy,Drama, Action,Adventure,Horror, Comedy,Crime,Drama, Crime,Fantasy,Mystery, Crime,Drama, Comedy,Romance, Biography,Drama,Music, Drama, Biography,Drama, Comedy,Musical, Comedy,Drama,Romance, Drama,History,War"
Ben Cross,1947,2020,"actor,producer","tt0796366,tt0760188,tt0113071,tt0082158",5.151780891645819,nm0002027,"Thriller, Drama,Mystery,Romance, Adventure,Fantasy,Romance, Comedy, Horror, Adventure,War, Animation, Comedy,Crime, Mystery, Horror,Thriller, Action,Comedy,Romance, Comedy,Drama,Family, Action,Adventure,Drama, Action,Drama,Thriller, Comedy,Horror, Action,Romance,War, Drama,Romance,Thriller, Drama,Romance, Action,Drama, Action,Adventure,Horror, Adventure,Drama, Action,Crime,Drama, Action,Sci-Fi,Thriller, Drama, Biography,Drama,Sport, Biography,Drama, Comedy,Drama,Romance, Drama,History,War"
Akkineni Nageswara Rao,1923,2014,"actor,producer,miscellaneous","tt0251834,tt0256719,tt0259392,tt0253667",6.529758294832471,nm0004463,"Action, Drama,Musical,Romance, Drama,Fantasy,History, Drama,Family,Romance, Comedy, Drama,Romance,Thriller, Drama,Fantasy, Comedy,Drama, Drama,Romance, Action,Drama, Action,Drama,History, Comedy,Drama,Fantasy, Drama,Family, Action,Adventure,Comedy, Comedy,Drama,Family, Drama,History,Musical, Drama, Romance, Action,Drama,Romance, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Fantasy,Musical, Drama,Musical"
Sobhan Babu,1937,2008,actor,"tt0263623,tt0155188,tt0269398,tt1865426",6.340035954938115,nm0004576,"Comedy,Drama,Mystery, Comedy, Drama,Romance, Action,Drama, Action,Drama,History, Drama,Family, Action,Drama,Family, Action,Drama,Musical, Drama, Action,Drama,Romance, Family, Action,Comedy,Drama, Drama,Family,Fantasy, Drama,Musical"
Jeremy Sisto,1974,NA,"actor,producer,writer","tt0112697,tt0120241,tt0328538,tt0295700",5.36804744659234,nm0005438,"Comedy,Fantasy,Horror, Fantasy,Horror,Thriller, Comedy, Romance,Thriller, Horror, Drama,Horror, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Horror,Thriller, Comedy,Drama,Thriller, Comedy,Drama,Family, Comedy,Romance, Drama, Biography,Drama,Sport, Drama,Horror,Mystery, Biography,Drama, Comedy,Sport, Comedy,Drama,Romance, Adventure,Documentary,Family, Drama,Thriller, Drama,Musical"
Pierre Richard,1934,NA,"actor,writer,director","tt0072884,tt0082183,tt0068655,tt0117050",5.406698354527954,nm0007069,"Thriller, Comedy,Fantasy,Romance, Comedy,Romance,Sport, Comedy, Comedy,Crime, Comedy,Drama, Comedy,Mystery, Comedy,Crime,Drama, Comedy,Drama,Thriller, Adventure,Animation,Comedy, Comedy,Romance, Adventure,Comedy,Crime, Drama, Comedy,Fantasy, Comedy,Drama,Romance, Drama,Thriller"
Mohammad Ali,1968,NA,actor,"tt3399462,tt0475735,tt4596814,tt4435072",6.281205508877756,nm0019382,"Thriller, Action,Comedy,Fantasy, Action, Comedy, Horror, Action,Comedy, Drama,Horror, Action,Romance,Thriller, Comedy,Drama, Mystery, Comedy,Drama,Fantasy, Family,Romance, Musical,Romance, Action,Comedy,Romance, Comedy,Drama,Family, Action,Romance, Romance, Action,Drama,Romance, Action,Drama,Thriller, Reality-TV, Action,Comedy,Drama, Comedy,Drama,Horror, Drama,Fantasy, Comedy,Horror,Thriller, Drama,Romance, Action,Drama, Action,Drama,History, Drama,Family, Comedy,Thriller, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Comedy,Drama,Romance, Family, Comedy,Family, Drama,Thriller"
Kjell Bergqvist,1953,NA,"actor,soundtrack,writer","tt1359421,tt0323998,tt0204932,tt0338309",5.082249676703368,nm0075003,"Thriller, Crime,Drama,Thriller, Comedy, Horror, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Biography,Drama,Music, Drama, Comedy,Family,Mystery, Comedy,Drama,Romance, Family, Comedy,Crime,Mystery"
Anders W. Berthelsen,1969,NA,"actor,director,producer","tt0243862,tt9179230,tt0965411,tt0378215",5.608402092392813,nm0077944,"Crime,Drama,Thriller, Crime, Comedy, Drama,History, Comedy,Drama, Drama,Family, Horror,Thriller, Family,Musical, Crime,Drama, Biography,Drama,War, Biography,Drama,Music, Drama, Drama,War, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller, Adventure,Animation,Family"
Matthias Brandt,1961,NA,"actor,production_manager,writer","tt2939804,tt1285152,tt0806901,tt0887909",5.718514062102432,nm0104966,"Thriller, Crime,Drama, Comedy,Romance, Comedy, Drama, Family,Fantasy, Drama,History, Biography,Thriller, Documentary,Drama, Drama,Mystery,Thriller, Documentary, Drama,Thriller, Comedy,Crime,Drama"
Nick Cheung,1967,NA,"actor,director,writer","tt6871634,tt1330525,tt5157030,tt3003668",5.390302680524263,nm0156533,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Action, Crime,Drama,Thriller, Comedy, Action,Comedy, Comedy,Crime, Comedy,Drama, Comedy,Crime,Drama, Horror,Thriller, Action,Adventure,Comedy, Crime,Drama, Action,Adventure,Crime, Crime,Drama,Mystery, Action,Comedy,Mystery, Action,Crime,Mystery, Action,Crime,Thriller, Action,Comedy,Drama, Action,Crime,Horror, Comedy,Horror, Crime,Horror,Mystery, Crime,Mystery,Thriller, Drama,Romance, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Crime, Action,Drama,Sport, Crime,Mystery"
Norman Chu,1955,NA,"actor,miscellaneous,director","tt0100986,tt0084924,tt0095543,tt0078243",5.545771991888056,nm0160865,"Thriller, Action,Thriller, Action, Crime, Horror, Action,Comedy, Drama,Horror, Adventure,Comedy,Drama, Crime,Horror,Thriller, Horror,Thriller, Action,Drama,Fantasy, Action,Adventure,Drama, Drama,Horror,Mystery, Action,Drama,Romance, Action,Horror,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Comedy,Horror, Adventure,Drama,Fantasy, Action,Comedy,Horror, Action,Fantasy, Action,Adventure, Action,Drama, Fantasy, Action,Crime,Drama, Action,Mystery, Action,Comedy,Crime, Adventure,Fantasy, Action,Crime, Adventure,Crime"
Ajay Devgn,1969,NA,"actor,producer,director","tt8108274,tt15501640,tt1395054,tt3771536",6.22283478418406,nm0222426,"Action,Comedy,Fantasy, Crime,Drama,Thriller, Action, Comedy, Action,Comedy, Action,Adventure,Comedy, Action,Comedy,Romance, Crime,Drama, Crime,Drama,Mystery, Action,Romance, Action,Adventure,Drama, Action,Comedy,Mystery, Action,Adventure,Crime, Action,Drama,Romance, Action,Drama,Thriller, Comedy,Drama,Musical, Action,Crime,Thriller, Action,Comedy,Drama, Drama,Musical,Romance, Horror,Mystery,Thriller, Adventure,Horror,Mystery, Drama,Romance, Action,Drama, Action,Adventure,Animation, Action,Drama,History, Action,Crime,Drama, Drama,Music, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Action,Biography,Drama, Comedy,Fantasy, Drama,Family,Musical, Action,Crime, Comedy,Drama,Romance, Drama,Thriller, Drama,History,War, Comedy,Crime,Mystery"
Michel Duchaussoy,1938,2012,"actor,miscellaneous","tt1259014,tt0363532,tt0411272,tt0097884",5.973241662736763,nm0239816,"History, Crime,Drama,Thriller, Drama,Horror,Sci-Fi, Crime, Comedy, Drama,Fantasy,Romance, Drama,Romance,Thriller, Drama,History, Adventure,Comedy,Drama, Crime,Mystery,Thriller, Comedy,Drama, Drama,Romance, Action,Drama,History, Comedy,Drama,Fantasy, Crime,Drama,Horror, Comedy,Romance, Adventure,Comedy,Crime, Crime,Drama,Mystery, Drama, Mystery,Thriller, Comedy,Fantasy, Biography,Crime,Drama, Drama,History,Romance, Drama,Thriller, Adventure,Crime, Adventure,Animation,Family, Crime,Horror,Mystery"
Jean Dujardin,1972,NA,"actor,director,writer","tt0412535,tt0993846,tt1655442,tt0464913",5.595659991372784,nm0241121,"Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Action,Comedy, Comedy,Crime,Thriller, Adventure,Comedy,Western, Comedy,Drama, Drama,Romance, Documentary, Action,Adventure,Comedy, Crime,Thriller, Action,Crime,Drama, Comedy,Romance, Drama, Comedy,History, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Crime,Romance, Drama,Thriller, Comedy,Horror"
Nicolas Duvauchelle,1980,NA,actor,"tt0795370,tt1661420,tt0856288,tt1473063",5.308678726908713,nm0245164,"Thriller, Drama,Mystery,War, Comedy,Fantasy,Romance, Comedy, Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Crime,Drama,Sport, Crime,Drama, Drama, Drama,War, Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Romance"
Piotr Fronczewski,1946,NA,"actor,soundtrack,miscellaneous","tt0284406,tt0441074,tt0127384,tt0097721",5.417783103947276,nm0296389,"Thriller, Action,Thriller, Adventure,Family,Musical, Biography,Musical, Crime, Comedy, Family,Fantasy, Animation,Family, Documentary, Comedy,Drama,Fantasy, Adventure,Drama, Biography,Drama,History, Adventure,Animation,Comedy, Comedy,Romance, Drama, Drama,War, Action,Comedy,Crime, Comedy,Family,Romance, Animation,Biography,Family, Adventure,Family,Fantasy, Comedy,Musical,Romance, Action,Crime, Adventure,Animation,Western, Family, Family,Sci-Fi"
Gianni Garko,1935,NA,actor,"tt0075614,tt0066549,tt0088100,tt0063568",5.403630161749119,nm0307491,"Adventure,Comedy,War, Comedy,Fantasy,Horror, Sci-Fi, Comedy,Crime,Western, Crime,Drama,Thriller, Comedy, Action,Drama,Mystery, Horror,Mystery,Thriller, Drama,Romance, Western, Action,Adventure,Horror, Drama,Western, Adventure,Drama, Action,Crime,Drama, Drama, Drama,War, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Western, Action,Adventure,War, Adventure,Drama,Fantasy"
Jon-Paul Gates,NA,NA,"actor,producer,director","tt2133234,tt0271436,tt5694044,tt5876322",5.672565232454408,nm0309575,"Thriller, Action,Drama,War, History, Action, Crime,Drama,Thriller, Adventure, Horror, Drama,Horror,Thriller, Drama,Romance,Thriller, Biography, Drama,Romance, Documentary, Horror,Thriller, Fantasy, Action,Crime,Drama, Drama, Musical, Sci-Fi"
Richard Harrison,1935,NA,"actor,writer,director","tt0058345,tt0061012,tt0379551,tt0311584",5.0801703903525395,nm0365835,"Sci-Fi, Action,Thriller, Action, Action,War, Crime, Adult,Drama,Horror, Action,Adventure,Biography, Adventure,War, Biography,Comedy,Drama, Drama,Horror,Thriller, Comedy,Crime, Western, Action,Drama,Fantasy, Crime,Thriller, Action,Adventure,Crime, Crime,Drama, Action,Adventure,Drama, Action,Drama,Romance, Action,Horror,Thriller, Action,Crime,Thriller, Comedy,Western, Adventure, Action,Thriller,War, Comedy,Crime,Thriller, Action,Adventure, Action,Fantasy,Horror, Action,Drama, Action,Adventure,Horror, Drama,Western, Adventure,Drama, Action,Adventure,Romance, Action,Crime,Drama, Action,Western, Drama, Adventure,Fantasy, Action,Crime, Adventure,Crime, Action,Adventure,War, Crime,Mystery"
Evgeniy Evstigneev,1926,1992,"actor,music_department,soundtrack","tt0078655,tt0288843,tt0096126,tt0170752",6.168826039625117,nm0422392,"Comedy,Drama,Sci-Fi, Adventure,Fantasy,Musical, Comedy, Drama,Romance,War, Drama,History, Comedy,Crime, Comedy,Drama, Action,History, Comedy,Crime,Drama, Biography,Drama,History, Comedy,Romance, Drama, Romance, Adventure,Family, Comedy,Drama,Musical, Comedy,Family, Musical, Sci-Fi"
Louis Jourdan,1921,2015,"actor,soundtrack,production_manager","tt0040536,tt0051658,tt0084745,tt0086034",5.391802986531049,nm0431139,"Thriller, Adventure, Comedy, Drama,Horror, Adventure,Drama,History, Crime,Drama,Film-Noir, Comedy,Crime, Drama,Romance, Comedy,Drama, Horror,Sci-Fi, Horror,Thriller, Adventure,History, Action,Adventure,Comedy, Adventure,Drama, Adventure,Biography,Drama, Comedy,Romance, Crime,Drama,Mystery, Action,Crime,Drama, Action,Adventure,Drama, Drama, Action,Adventure,Thriller, Comedy,Musical, Comedy,Musical,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Adventure,Drama,Romance"
Jean-Pierre Kalfon,1938,NA,"actor,composer,director","tt0299710,tt0187474,tt0092797,tt0088591",5.554473048773748,nm0435726,"Thriller, Comedy,Crime,Mystery, Drama,Mystery,Romance, Crime,Drama,History, Comedy, Adventure,Comedy,Drama, Comedy,Crime, Drama,Romance, Documentary, Comedy,Drama,Fantasy, Adult,Drama, Action,Crime,Drama, Crime,Drama, Drama, Comedy,Musical, Drama,History,Romance, Drama,Thriller, Sci-Fi"
Keiju Kobayashi,1923,2010,"actor,soundtrack","tt0314293,tt0087344,tt0056443,tt0058584",6.156040697451894,nm0462013,"Comedy, Action,Horror,Sci-Fi, Family,Fantasy, Animation, Action,Drama,Sci-Fi, Crime,Drama,War, Drama,Romance, Comedy,Drama, Horror,Sci-Fi,Thriller, Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Drama, Drama,War, Romance, Action,Drama,Thriller, Drama,History,War"
Krishnamraju,1940,2022,"actor,producer,sound_department","tt0257451,tt0253784,tt0263623,tt0257390",6.520036956505213,nm0471464,"Action, Action,Family, Drama,Romance, Action,Drama, Action,Drama,History, Drama,Family, Action,Drama,Family, Action,Drama,Musical, Action,Crime,Drama, Drama, Action,Biography,Drama, Action,Crime,Thriller, Drama,Thriller, Drama,Musical, Musical"
Evgeniy Leonov,1926,1994,"actor,soundtrack,music_department","tt0091341,tt0079679,tt0072613,tt0068519",6.223930226641579,nm0503095,"Adventure,Comedy,History, Comedy,Drama,Sci-Fi, Adventure, Crime, Comedy, Adventure,Comedy,Family, Animation, Drama,Fantasy, Comedy,Fantasy,Musical, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Adventure,History, Comedy,Romance, Drama, Drama,War, Comedy,Drama,Romance, Comedy,Family, Animation,Comedy,Drama, Drama,Family,Fantasy, Musical, Comedy,Drama,History"
Chia-Hui Liu,1951,NA,"actor,stunts,director","tt0378194,tt0078243,tt0266697,tt1258972",5.742617305825708,nm0514904,"Action,Comedy,Fantasy, Action,Thriller, Action, Action,Comedy,Horror, Adventure, Comedy, Action,Comedy, Action,Drama, Action,Adventure,Comedy, Action,Drama,Horror, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Action,Horror,Thriller, Action,Drama,Thriller, Action,Crime, Action,Crime,Thriller, Action,Comedy,Drama, Action,Drama,Sport"
Don Murray,1929,NA,"actor,writer,producer","tt0049038,tt0068408,tt0078638,tt0091738",5.53796298932388,nm0614916,"Crime,Drama,Thriller, Adventure, Comedy, Drama,Sport, Drama,Romance,Thriller, Drama,Horror, Sci-Fi,Thriller, Drama,Fantasy, Action,Sci-Fi, Action,Romance,Western, Drama,Romance, Western, Action,Drama, Comedy,Drama, Documentary, Drama,Western, Action,Drama,History, Horror,Thriller, Drama,History,Thriller, Crime,Drama, Biography,Drama,Music, Drama, Drama,Family,Western, Comedy,Crime,Fantasy, Comedy,Drama,Romance, Drama,Thriller"
Tôru Nakamura,1965,NA,actor,"tt0222772,tt0294252,tt1156395,tt0184258",5.477867723238144,nm0620252,"Action,Comedy,Fantasy, Action, Action,Comedy, Action,Drama,Sci-Fi, Comedy,Crime, Drama,Romance, Crime,Drama,Romance, Action,Crime,Drama, Action,Adventure,Crime, Action,Adventure,Drama, Drama, Drama,Mystery, Mystery,Thriller, Comedy,Sport, Action,Crime,Thriller, Action,Comedy,Drama, Drama,History,War"
Uwe Ochsenknecht,1956,NA,"actor,soundtrack",tt1885102,5.680441996707832,nm0643805,"Thriller, Action,Thriller, Action, Crime,Drama,Thriller, Crime, Comedy, Adventure,Comedy,Family, Biography,Comedy,Drama, Adventure,Comedy,Drama, Comedy,Crime, Comedy,Drama, Western, Comedy,Drama,Fantasy, Comedy,Drama,Family, Adventure,Animation,Comedy, Crime,Drama, Action,Adventure,Family, Romance, Action,Comedy,Drama, Action,Comedy,Sport, Adventure, Comedy,Thriller, Comedy,Romance, Drama, Biography,Drama,Sport, Drama,Sci-Fi, Comedy,Drama,Romance, Family"
Francisco Rabal,1926,2001,"actor,writer,director","tt0101026,tt0210717,tt0076740,tt0088040",6.05387130061865,nm0704719,"Action,Drama,War, Drama,Mystery,Romance, Crime,Drama,Thriller, Crime, Comedy, Drama,Romance,War, Drama,Horror, Action,Crime,Sport, Adventure,Drama,Thriller, Comedy,Drama, Western, Horror,Sci-Fi,Thriller, Crime,Thriller, Crime,Drama, Drama,History,Music, Action,Adventure,Drama, Fantasy,Horror,Mystery, Romance, Drama,Horror,Mystery, Action,Drama,Romance, Adventure,Family, Comedy,Musical,Romance, Action,Crime,Thriller, Adventure,Comedy, Drama,History,Western, Adventure,Drama,Romance, Drama,History, Drama,Romance, Biography,Drama,History, Comedy,Thriller, Comedy,Drama,Western, Comedy,Romance, Action,Crime,Drama, Biography,Drama,War, Drama, Drama,War, Comedy,Drama,Music, Biography,Drama, Comedy,Fantasy, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical, Drama,Fantasy,Thriller"
Ralph Richardson,1902,1983,"actor,director,producer","tt0040338,tt0059113,tt0041452,tt0081633",6.015354725285333,nm0724732,"Action,Drama,War, Crime,Drama,Thriller, Comedy, Adventure,Animation,Drama, Adventure,Drama,History, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Horror,Thriller, Biography,Drama,History, Adventure,Drama, Crime,Drama,Mystery, Adventure,Comedy,Crime, Action,Adventure,Drama, Drama, Drama,Horror,Mystery, Action,Adventure,Fantasy, Action,Drama,Thriller, Adventure,Drama,Romance"
Conrado San Martín,1921,2019,"actor,producer,miscellaneous","tt0057018,tt0269501,tt0056040,tt0056259",5.102731026631178,nm0760701,"Thriller, Action,Thriller, Adventure, Crime, Comedy, Horror, Action,Adventure, Biography, Adventure,Drama,History, Comedy,Crime, Western, Drama,Western, Biography,Drama,History, Crime,Drama, Drama, Drama,War, Action,Adventure,Thriller, Action,Adventure,Fantasy, Comedy,Musical, Comedy,Western, Adventure,Drama,Romance, Crime,Mystery"
Matthias Schweighöfer,1981,NA,"actor,producer,director","tt13024674,tt0993840,tt1661461,tt0365675",5.512688679070221,nm0777788,"Comedy,Family,Fantasy, Action,Adventure,Biography, Comedy, Action,Comedy, Biography,Comedy,Drama, Animation,Family, Adventure,Drama,Thriller, Comedy,Crime, Drama,Romance, Comedy,Drama, Documentary,War, Adventure,Biography,Comedy, Biography,Drama,History, Comedy,Drama,Family, Adventure,Animation,Comedy, Comedy,Romance, Biography,Drama,Music, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Drama,Sport, Comedy,Crime,Romance, Adventure,Comedy, Crime,Horror,Mystery"
John Seeman,1943,NA,"actor,producer,director","tt0079975,tt0129546,tt0127095,tt0126098",5.290043807853524,nm0781635,"Adult,Comedy,Sci-Fi, Adult,Crime,Drama, Adult,Comedy,Drama, Adult,Adventure,Mystery, Adult,Comedy,History, Adult, Adult,Drama, Adult,Comedy, Adult,Horror"
Vivek Oberoi,1976,NA,"actor,writer,producer","tt0296574,tt0330843,tt0811066,tt1029231",5.436541572756234,nm1059103,"Thriller, Action,Thriller, Action, Drama,Musical,Romance, Drama,Family,Romance, Horror, Animation, Horror,Mystery,Thriller, Adventure,Horror,Mystery, Action,Biography,Crime, Action,Drama, Comedy,Drama,Fantasy, Comedy,Drama,Thriller, Action,Comedy,Romance, Action,Crime,Drama, Comedy,Romance, Adventure,Comedy,Crime, Action,Adventure,Drama, Action,Sci-Fi,Thriller, Action,Comedy,Crime, Action,Adventure,Sci-Fi, Biography,Drama, Action,Adventure,Fantasy, Action,Drama,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama, Comedy,Crime,Mystery"
Riccardo Scamarcio,1979,NA,"actor,producer,writer","tt4425200,tt0388483,tt1859650,tt1405810",5.486242521420335,nm1249052,"Comedy, Drama,Romance,War, Drama,Horror,Thriller, Biography, Drama,Romance, Comedy,Drama, Mystery, Comedy,Crime,Drama, Biography,Drama,History, Crime,Thriller, Comedy,Romance, Crime,Drama, Biography,Drama,Music, Drama, Romance, Drama,Horror,Mystery, Biography,Drama, Mystery,Thriller, Biography,Crime,Drama, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Bo-lin Chen,1983,NA,"actor,soundtrack,executive","tt2473942,tt0469050,tt2215604,tt1538399",5.545694411610828,nm1250939,"Action,Comedy,Fantasy, Comedy,Fantasy,Romance, Comedy, Action,Comedy, Comedy,Fantasy,Music, Drama,Romance,Thriller, Comedy,Music, Drama,Mystery,Sci-Fi, Comedy,Fantasy,Musical, Drama,Romance, Comedy,Drama, Comedy,Romance,Thriller, Adventure,Comedy,Fantasy, Comedy,Thriller, Comedy,Romance, Drama, Romance, Comedy,Family,Romance, Action,Comedy,Drama, Comedy,Horror"
Janno Gibbs,1969,NA,"music_department,soundtrack,actor","tt0347726,tt0347757,tt0424213,tt1230181",6.13751319033482,nm1299540,"Action,Adventure,Comedy, Action,Comedy,Romance, Action,Thriller, Action, Comedy,Drama,Family, Action,Comedy,Musical, Comedy, Action,Comedy,Mystery, Action,Comedy, Comedy,Fantasy, Comedy,Drama, Comedy,War, Comedy,Drama,Fantasy"
Kom Chauncheun,NA,2021,actor,"tt1832492,tt13416450,tt0467628,tt0470286",5.395103089824638,nm1394603,"Comedy,Fantasy,Romance, Action,Adventure,Comedy, Comedy,Romance, Comedy, Action,Comedy, Horror, Action,Comedy,Crime, Romance, Comedy,Fantasy, Adventure,Fantasy,Horror, Comedy,Crime,Fantasy, Comedy,Horror"
Mehran Ahmadi,1974,NA,"actor,director,assistant_director","tt19121506,tt4008544,tt7901408,tt27371711",5.058355587021597,nm3213784,"Comedy,Drama,War, Comedy, Adventure,Comedy,Family, Drama,Romance,Thriller, Comedy,Drama, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Drama,Family, Biography,Drama,War, Drama, Comedy,Drama,Music, Drama,War, Drama,Mystery, Drama,Family,Fantasy, Drama,Family,Mystery"
Chikkanna,NA,NA,"actor,director,music_department","tt5364920,tt3540016,tt3728380,tt9592496",5.950184250971702,nm6492899,"Thriller, Action,Thriller, Action, Comedy, Action,Comedy, Drama,Romance, Action,Drama, Comedy,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Drama,Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama"
Tom Cruise,1962,NA,"actor,producer,soundtrack","tt0325710,tt0092099,tt0120755,tt0116695",6.480050340560204,nm0000129,"Adventure,Fantasy,Romance, Drama,Sport, Comedy,Drama, Action,Drama, Documentary, Drama,Mystery,Thriller, Drama,Romance,Sport, Drama,Fantasy,Horror, Fantasy,Mystery,Romance, Comedy,Crime,Drama, Drama,History,Thriller, Action,Adventure,Comedy, Action,Crime,Drama, Crime,Drama,Mystery, Biography,Drama,War, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Action,Adventure,Fantasy, Action,Crime,Mystery, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Drama,Sport, Drama,Thriller, Action,Mystery,Thriller, Adventure,Drama,Romance"
Clint Eastwood,1930,NA,"actor,producer,director","tt0105695,tt1205489,tt0405159,tt0112579",6.545375807471265,nm0000142,"Crime,Drama,Thriller, Action,Comedy, Drama,Romance,War, Action,Biography,Crime, Western, Documentary, Action,Adventure,Comedy, Crime,Drama,Mystery, Drama,Thriller,War, Action,Crime,Mystery, Comedy,Drama,Musical, Action,Crime,Thriller, Adventure,Drama,Romance, Adventure,Comedy,War, Drama,Sport, Drama,Romance, Crime,Mystery,Thriller, Drama,Mystery,Western, Drama,Western, Adventure,Western, Action,Drama,Western, Adventure,Drama, Action,Crime,Drama, Biography,Documentary, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Action,Adventure,Thriller, Drama,War, Drama,Thriller, Action,Adventure,War"
Mel Gibson,1956,NA,"actor,producer,director","tt0117438,tt0104714,tt0112573,tt0118883",6.007083120151117,nm0000154,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Crime,Drama,Thriller, Comedy, Action,Comedy, Drama,Romance,War, Action,Drama,Mystery, Drama,Mystery,Sci-Fi, Drama,Mystery,Thriller, Documentary, Action,Adventure,Comedy, Adventure,Animation,Comedy, Action,Adventure,Crime, Action,Adventure,Drama, Action,Comedy,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Action,Mystery,Thriller, Adventure,Animation,Drama, Drama,Romance,Sci-Fi, Adventure,Drama,History, Documentary,History, Drama,Romance, Crime,Drama,Romance, Action,Comedy,War, Comedy,Crime,Musical, Action,Drama,History, Biography,Drama,History, Action,Crime,Drama, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Biography,Drama, Drama,Thriller"
