primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Morgan Fairchild,1950,NA,"actress,soundtrack,producer","tt0108778,tt1754944,tt0081858,tt0084652",5.0277727449535385,nm0000392,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Comedy,Drama,Mystery, Action, Comedy, Horror, Comedy,Family,Sport, Drama,History, Comedy,Drama, Action,Drama, Western, Comedy,Drama,Family, Crime,Drama,Mystery, Family,Fantasy,Musical, Drama, Romance, Comedy,Family,Romance, Mystery,Thriller, Adventure,Family,Fantasy, Action,Comedy,Thriller, Family, Drama,Thriller, Adventure,Crime,Mystery"
Anouk Aimée,1932,NA,actress,"tt0061138,tt0056801,tt0055093,tt0053779",5.8476746803221955,nm0000733,"Drama,Mystery,Romance, Comedy, Animation,Biography,Comedy, Biography,Drama,Romance, Comedy,Drama, Drama,Romance, Drama,Fantasy,Mystery, Comedy,Crime,Drama, Animation,Comedy,Fantasy, Adventure,Crime,Drama, Comedy,Romance, Crime,Drama, Comedy,History,Romance, Drama, Drama,War, Biography,Drama"
Lynn Whitfield,1953,NA,"actress,producer","tt0119080,tt0093300,tt0455612,tt0102167",5.329771288969582,nm0005551,"Comedy,Family,Music, Fantasy,Sci-Fi, Comedy, Drama,Sport, Action,Comedy, Comedy,Crime, Drama,Romance, Crime,Drama,Romance, Comedy,Crime,Drama, Biography,Drama,History, Comedy,Drama,Family, Crime,Drama,Mystery, Comedy,Romance, Crime,Drama, Drama, Biography,Drama,Sport, Biography,Drama, Drama,Family,Musical, Action,Comedy,Thriller, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,Musical"
Rita Bhaduri,1955,2018,actress,"tt0114230,tt0386664,tt0093518,tt0110222",5.749042708712999,nm0080150,"Action,Thriller, Action, Drama,Musical,Romance, Comedy, Horror, Drama,Romance,Thriller, Biography, Adventure,Drama,Thriller, Comedy,Drama, Action,Drama, Drama,Romance, Comedy,Crime,Drama, Drama,Family, Action,Drama,Musical, Fantasy, Action,Crime,Drama, Drama, Comedy,Drama,Music, Drama,Mystery, Mystery,Thriller, Action,Drama,Romance, Drama,Family,Musical, Comedy,Family, Action,Comedy,Drama, Drama,Thriller, Action,Mystery,Thriller"
Jenny Karezi,1932,1992,"actress,writer,soundtrack","tt0127665,tt0135123,tt0201742,tt0231546",5.80839905643981,nm0439206,"Biography,Drama,History, Comedy,Romance, Action,Adventure,Drama, Drama, Drama,War, Comedy, Comedy,Music, Drama,Horror,Thriller, Comedy,Musical, Drama,Romance, Crime,Drama,Romance, Comedy,Drama"
Sharon Mitchell,1956,NA,"actress,director,producer","tt0191437,tt0127875,tt0135927,tt0126515",5.912546235253721,nm0593722,"Comedy,Horror, Adult,Crime,Drama, Adult,Biography,Drama, Adult,Comedy,Drama, Adult,Romance, Adult,Drama, Adult,Comedy,Mystery, Adult,Horror, Adult,Music, Adult,Sci-Fi, Adult,Comedy,Crime, Drama, Adult,Western, Adult,Comedy,Music, Adult,Crime, Adult, Adult,Drama,Romance, Adult,Comedy,Romance, Adult,Comedy,Sci-Fi, Adult,Comedy, Adult,Drama,Fantasy"
Sara Montiel,1928,2013,"actress,soundtrack,producer","tt0051246,tt0047647,tt0052369,tt0055785",5.305270583330521,nm0600060,"Drama,Musical,Romance, Comedy, Comedy,Drama, Crime,Drama,Romance, Drama,Western, Comedy,Crime,Drama, Comedy,Drama,Western, Crime,Drama, Drama, Comedy,Fantasy, Comedy,Drama,Musical, Drama,Music,Romance, Drama,Musical, Adventure,Drama,Romance, Musical"
Adile Nasit,1930,1987,actress,"tt0252597,tt0253614,tt0279880,tt0469802",6.720135406707302,nm0621870,"Comedy,Fantasy,Romance, Comedy,Drama,Family, Comedy,Romance, Comedy, Drama, Adventure,Comedy,Drama, Drama,Romance, Comedy,Drama, Adventure,Comedy, Comedy,Drama,Romance, Comedy,Crime,Drama, Drama,Family, Comedy,Crime,Mystery"
Assumpta Serna,1957,NA,"actress,producer,director","tt0115963,tt0100934,tt0091495,tt7035468",5.606082917775742,nm0785264,"Drama,Fantasy,History, Comedy, Drama,Sport, Biography,Comedy,Drama, Drama,Romance,Thriller, Animation,Drama,Family, Drama,Romance, Western, Drama,Mystery,Thriller, Comedy,Drama,Thriller, Biography,Drama,History, Crime,Thriller, Crime,Drama, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Action,Adventure,Fantasy, Comedy,Crime,Romance, Drama,Thriller"
Isela Vega,1939,2021,"actress,writer,producer","tt0076889,tt0221344,tt0268426,tt0071249",5.644344139576619,nm0891835,"Crime,Drama,Thriller, Comedy, Adventure,Comedy,Family, Adventure,Comedy,Drama, Comedy,Drama, Horror,Mystery,Sci-Fi, Drama,Mystery,Thriller, Horror,Sci-Fi,Thriller, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Drama,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Fantasy,Horror,Thriller, Drama,Musical,Romance, Horror,Mystery,Thriller, Drama,Romance, Action,Drama, Drama,Western, Comedy,Drama,Thriller, Adventure,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Comedy,Drama,Romance, Drama,Thriller"
Taapsee Pannu,1987,NA,"actress,producer","tt11027830,tt5571734,tt10964430,tt3848892",5.971710979465757,nm3966456,"Comedy,Fantasy,Horror, Action,Comedy,Fantasy, Crime,Drama,Thriller, Action,Comedy, Action,Drama,Mystery, Drama,Horror,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Crime,Drama,Mystery, Action,Romance, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Comedy,Horror, Adventure,Drama,Romance, Drama,Sport, Action,Adventure, Drama,History, Drama,Fantasy,Mystery, Comedy,Thriller, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Biography,Drama,Sport, Biography,Drama, Comedy,Drama,Romance"
Teri Garr,1947,NA,"actress,soundtrack,miscellaneous","tt0084805,tt0075860,tt0072431,tt0085970",5.733576077233802,nm0000414,"Thriller, Crime,Drama,Thriller, Drama,Musical,Romance, Comedy, Adventure,Comedy,Family, Action,Comedy, Comedy,Crime, Comedy,Drama, Drama,Romance,Sport, Horror,Sci-Fi, Comedy,Crime,Drama, Comedy,Drama,Thriller, Crime,Drama,Mystery, Family,Fantasy,Musical, Drama, Action,Comedy,Crime, Action,Animation,Sci-Fi, Comedy,Fantasy, Adventure,Family,Sport, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Action,Mystery,Thriller, Comedy,Horror"
Lauren Hutton,1943,NA,"producer,actress,soundtrack","tt0080365,tt0120577,tt0089730,tt0083366",5.248680427936663,nm0001381,"Action,Adventure,Biography, Comedy, Drama,Horror,Thriller, Horror,Mystery,Thriller, Comedy,Mystery,Thriller, Sci-Fi,Thriller, Comedy,Crime, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Action,Adventure,Comedy, Comedy,Romance, Action,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Drama, Drama,Sport,Thriller, Documentary,Sport, Mystery,Thriller, Adventure,Family, Comedy,Sport, Action,Comedy,Drama, Drama,Thriller, Comedy,Horror, Adventure,Drama,Sci-Fi"
Cecilia Roth,1956,NA,"actress,costume_designer,soundtrack","tt0423646,tt0185125,tt0119626,tt0084228",5.728094394273866,nm0005386,"Crime,Drama,Thriller, Comedy, Comedy,Drama, Drama,Romance, Documentary, Drama,Fantasy,Horror, Horror,Thriller, Crime,Drama,Mystery, Adventure,Comedy,Crime, Drama, Comedy,Musical, Biography,Crime,Drama, Drama,History,Romance, Comedy,Drama,Romance"
Sonali Kulkarni,1974,NA,actress,"tt0248185,tt0361411,tt0476884,tt0292490",6.453000061402568,nm0006764,"Thriller, History, Action, Drama,Musical,Romance, Comedy, Biography,History, Drama,Romance,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Thriller, Action,Drama,Musical, Biography,Drama,History, Adventure,Drama, Comedy,Drama,Family, Action,Romance, Drama, Romance, Action,Drama,Thriller, Drama,Thriller, Drama,Music,Romance"
Pascale Arbillot,1970,NA,"actress,writer,director","tt2190197,tt1669694,tt1003027,tt1440232",5.238076618088748,nm0033389,"Crime,Thriller, History, Crime,Drama,Thriller, Comedy,Romance, Comedy,Romance,Sci-Fi, Comedy, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Biography,Comedy, Comedy,Drama, Drama,Romance"
Lucia Bosè,1931,2020,"actress,soundtrack","tt0048394,tt0048585,tt0046313,tt0042355",5.59881171125833,nm0098393,"Fantasy,Sci-Fi, Comedy, Horror, Drama,Fantasy, Drama,History, Crime,Drama,Film-Noir, Comedy,Crime, Crime,Drama,Romance, Drama,Romance, Drama,Fantasy,Mystery, Drama,Mystery,Thriller, Biography,Drama,Music, Drama, Drama,Horror,Mystery, Biography,Fantasy, Mystery,Thriller, Biography,Drama, Comedy,Drama,Romance"
Supriya Choudhury,1933,2018,actress,"tt7690640,tt0299747,tt0073658,tt0293633",6.3775238382622454,nm0159350,"Adventure,Drama, Crime,Romance, Action, Action,Crime,Drama, Crime,Drama,Mystery, Drama,Family,Romance, Drama, Romance, Action,Drama,Romance, Drama,Romance, Family, Drama,Family, Drama,Musical"
Zeynep Degirmencioglu,1954,NA,actress,"tt0371525,tt0293223,tt0209118,tt0208709",4.6376814262169,nm0214746,"Comedy,Drama,Family, Drama, Comedy,Family,Romance, Adventure,Fantasy, Adventure,Family,Fantasy, Drama,Romance, Adventure,Comedy,Thriller, Comedy,Drama,Romance, Family, Drama,Family, Adventure,Drama,Romance"
Marga López,1924,2005,actress,"tt0061752,tt0238204,tt0200150,tt0040755",6.018089542080108,nm0530244,"Comedy, Drama,Romance,War, Comedy,Mystery,Thriller, Drama,Romance, Comedy,Drama, Drama,Fantasy,Mystery, Drama,Fantasy,Horror, Drama,Western, Drama,Family, Adventure,Drama, Comedy,Drama,Family, Crime,Drama, Drama,Music, Comedy,Romance, Crime,Drama,Mystery, Drama, Drama,Horror,Mystery, Biography,Drama, Crime,Drama,Musical, Comedy,Fantasy"
Ana Luisa Peluffo,1929,NA,actress,"tt0049741,tt0283048,tt0277455,tt0210426",5.81503152497,nm0671381,"Crime,Drama,Thriller, Action, Comedy, Horror, Drama,Horror,Thriller, Comedy,Fantasy,Mystery, Adventure,Drama,Thriller, Action,Drama,Sci-Fi, Comedy,Crime, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Comedy,Drama,Family, Crime,Drama, Action,Adventure,Crime, Crime,Drama,Mystery, Action,Adventure,Drama, Drama,Horror,Mystery, Crime,Drama,Musical, Action,Drama,Thriller, Drama,Fantasy,Musical, Drama,Music,Romance, Adventure,Drama,Romance, Horror,Mystery,Thriller, Comedy,Fantasy,Musical, Drama,Romance, Action,Drama, Drama,Fantasy,Horror, Drama,Western, Crime,Drama,Horror, Adventure,Drama, Action,Crime,Drama, Biography,Drama,War, Drama, Action,Adventure,Fantasy, Fantasy,Horror,Sci-Fi, Action,Biography,Drama, Comedy,Fantasy,Sci-Fi, Action,Crime, Drama,History,War"
Simran,1976,NA,"actress,soundtrack","tt0312859,tt8959820,tt0368400,tt9263550",6.334459412920862,nm0801264,"Action,Drama,War, Action, Crime, Comedy, Comedy,Drama, Family,Romance, Action,Drama,Family, Crime,Thriller, Romance, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Musical, Action,Comedy,Drama, Drama,Fantasy,Romance, Romance,Thriller, Drama,Romance, Action,Drama, Drama,Family, Action,Drama,Musical, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Biography,Drama, Comedy,Drama,Romance, Family"
Aglaia Szyszkowitz,1968,NA,actress,"tt0889408,tt0420255,tt6904262,tt0265691",5.252553237938295,nm0844428,"Thriller, Comedy,Family,Fantasy, Crime, Comedy, Comedy,Drama,Sport, Drama,Romance, Action,Drama, Comedy,Drama, Drama,Family, Biography,Drama,History, Comedy,Drama,Family, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Family, Drama,Thriller"
Lindsay Wagner,1949,NA,"actress,producer,soundtrack","tt0096931,tt0070509,tt0093853,tt0073965",5.373557899132463,nm0905993,"Thriller, Action,Thriller, Romance,Western, Drama,Family,Romance, Drama,Fantasy,Romance, Family,Fantasy, Action,Sci-Fi, Drama,Romance, Action,Drama, Comedy,Drama, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Action,Comedy,Crime, Drama,Mystery, Biography,Drama, Romance, Mystery,Thriller, Crime,Documentary, Comedy,Sport, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Winona Ryder,1971,NA,"actress,producer,soundtrack","tt0110367,tt0099487,tt0172493,tt0100140",5.9755396959227784,nm0000213,"Adventure,Comedy,Romance, Animation,Comedy,Crime, Drama,Mystery,Romance, Drama,Family,Romance, Drama,Fantasy,Romance, Action,Horror,Sci-Fi, Action,Drama,Mystery, Drama,Horror,Thriller, Drama,History, Comedy,Crime, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Drama,Fantasy,Horror, Comedy,Romance, Biography,Drama,Music, Biography,Drama, Mystery,Thriller, Biography,Crime,Drama, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Animation,Comedy,Drama"
Elisabeth Shue,1963,NA,"actress,producer,soundtrack","tt0164052,tt0120053,tt0113627,tt0092513",5.579529046287103,nm0000223,"Action,Horror,Sci-Fi, Horror, Horror,Mystery, Comedy,Music, Drama,Horror,Thriller, Comedy,Music,Romance, Drama,Romance, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Action,Drama,History, Action,Drama,Western, Action,Drama,Family, Action,Adventure,Romance, Crime,Thriller, Comedy,Romance, Adventure,Comedy,Crime, Crime,Drama,Mystery, Biography,Drama,Music, Drama, Action,Crime,Drama, Biography,Drama,Sport, Drama,Horror,Mystery, Comedy,Drama,Romance, Drama,Thriller, Comedy,Horror"
Alicia Silverstone,1976,NA,"actress,producer,soundtrack","tt0119086,tt0112697,tt0124298,tt0118688",5.493987413507584,nm0000224,"Fantasy,Horror,Thriller, Adventure,Comedy,Family, Comedy, Comedy,Horror,Romance, Sci-Fi,Thriller, Comedy,Crime, Crime,Drama,Romance, Comedy,Drama, Horror,Thriller, Comedy,Drama,Family, Adventure,Animation,Comedy, Crime,Drama,Mystery, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Drama,Horror,Mystery, Comedy,Musical,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller"
Jill Clayburgh,1944,2010,"actress,soundtrack","tt0079948,tt0439289,tt1478338,tt0078444",5.367537312453398,nm0001049,"Comedy,Romance,Sport, Comedy, Biography,Drama,Romance, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Comedy,Drama,Romance, Drama,Thriller, Comedy,Crime,Mystery"
Jaya Bachchan,1948,NA,"producer,actress,writer","tt0347304,tt0073707,tt0248126,tt0069671",6.228190493077565,nm0080149,"Thriller, Drama,Musical,Romance, Drama,Family,Romance, Musical,Mystery,Romance, Drama,History, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Drama,Family, Action,Drama,Family, Comedy,Drama,Thriller, Comedy,Drama,Family, Comedy,Romance, Action,Crime,Drama, Drama, Action,Adventure,Fantasy, Action,Drama,Romance, Drama,Family,Musical, Comedy,Sport, Action,Fantasy,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Drama,Thriller, Drama,Musical"
Gautami,1968,NA,"actress,producer,writer","tt11227418,tt0105575,tt0119385,tt4429128",6.304753538221778,nm0310221,"Action, Crime,Drama,Thriller, Drama,Musical,Thriller, Comedy, Horror, Action,Comedy, Action,Adventure, Comedy,Drama, Action,Drama, Horror,Thriller, Comedy,Drama,Family, Drama, Romance, Biography,Drama, Action,Drama,Romance, Action,Drama,Thriller, Family, Action,Comedy,Drama, Drama,Thriller, Comedy,Family, Musical"
Teresa Gimpera,1936,NA,actress,"tt0061339,tt0070040,tt0071099,tt0092584",4.946702479748342,nm0319834,"Thriller, Drama,Sci-Fi,Thriller, Comedy, Horror, Horror,Mystery, Drama,Fantasy, Horror,Mystery,Thriller, Comedy,Drama, Drama,Romance, Action,Drama, Horror,Sci-Fi, Horror,Thriller, Crime,Thriller, Fantasy, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Romance, Action,Drama,Romance, Adventure,Comedy, Musical"
Kay Parker,1944,2022,"actress,miscellaneous","tt0186114,tt0163313,tt0141384,tt0112849",5.282879062341307,nm0662403,"Adult,Sci-Fi, Adult,Sport, Adult,Drama,Musical, Adult,Comedy,Drama, Adult,Comedy,Western, Adult,Fantasy,Romance, Adult,Comedy,Fantasy, Adult, Adult,Drama, Adult,Comedy"
Stefanie Stappenbeck,1974,NA,"actress,soundtrack","tt1187047,tt0197417,tt0806910,tt2645724",5.2900818374514085,nm0822999,"Thriller, Crime,Romance, Crime, Comedy, Family,Fantasy, Drama,Family,Romance, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Crime,Drama, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance"
Chingmy Yau,1968,NA,actress,"tt0110054,tt0109412,tt0106545,tt0144029",5.276819768627455,nm0946873,"Action,Comedy,Fantasy, Comedy,Drama,War, Comedy,Drama,Horror, Comedy,Fantasy,Horror, Comedy, Action,Comedy,Sci-Fi, Action,Comedy, Drama,History, Crime,Horror,Thriller, Drama,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Action,Horror, Comedy,Romance,Sci-Fi, Crime,Drama,Mystery, Crime,Drama, Comedy,Romance, Action,Crime,Drama, Action,Comedy,Crime, Action,Fantasy,History, Action,Crime, Action,Crime,Thriller, Action,Crime,Horror, Comedy,Horror, Comedy,Drama,History"
Hansika Motwani,1991,NA,actress,"tt1887807,tt0843335,tt2359201,tt0254481",5.284048817118835,nm1394426,"Thriller, Action,Thriller, Comedy,Drama,Horror, Action, Comedy, Action,Comedy, Drama,Romance,Thriller, Crime,Mystery,Thriller, Drama,Romance, Comedy,Drama, Action,Comedy,Romance, Fantasy, Comedy,Romance, Action,Comedy,Crime, Romance, Action,Drama,Romance, Action,Drama,Thriller, Action,Comedy,Thriller, Comedy,Drama,Romance, Action,Crime,Thriller, Action,Comedy,Drama, Drama,Thriller, Action,Fantasy,Thriller, Comedy,Horror"
Cameron Diaz,1972,NA,"actress,producer,soundtrack","tt0119738,tt0259711,tt0160127,tt0129387",5.964868877568184,nm0000139,"Drama,Sport, Comedy,Crime,Thriller, Comedy,Crime, Drama,Romance, Drama,Mystery,Thriller, Fantasy,Mystery,Romance, Comedy,Drama,Fantasy, Drama,Family, Comedy,Crime,Drama, Action,Adventure,Comedy, Comedy,Thriller, Comedy,Drama,Family, Adventure,Animation,Comedy, Comedy,Romance, Crime,Drama, Action,Adventure,Crime, Drama, Action,Comedy,Crime, Comedy,Drama,Romance, Comedy,Crime,Fantasy"
Rosanna Arquette,1959,NA,"actress,producer,director","tt0088680,tt0089017,tt0110912,tt0190138",5.667368927550706,nm0000275,"Thriller, Drama,Mystery,Romance, Comedy, Drama,Fantasy,Romance, Romance,Thriller, Biography,Documentary,Sport, Comedy,Crime, Comedy,Drama, Action,Drama, Drama,Romance, Crime,Mystery,Thriller, Documentary, Comedy,Sci-Fi, Comedy,Crime,Drama, Horror,Thriller, Adventure,Drama, Action,Crime,Drama, Comedy,Romance, Crime,Drama, Drama, Mystery,Thriller, Action,Drama,Romance, Biography,Crime,Drama, Adventure,Drama,Sport, Action,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Carol Kane,1952,NA,"actress,soundtrack,producer","tt0093779,tt0395699,tt0106220,tt0096061",5.414723703799188,nm0001406,"Comedy,Fantasy,Horror, Comedy,Crime,Horror, Comedy, Drama,Sport, Drama,Horror,Thriller, Biography,Comedy, Horror,Mystery,Thriller, Drama,Romance, Comedy,Drama, Comedy,Romance,Thriller, Comedy,Crime,Drama, Comedy,Drama,Fantasy, Action,Adventure,Comedy, Comedy,Thriller, Comedy,Drama,Family, Comedy,Romance, Drama, Comedy,Horror,Mystery, Biography,Drama, Mystery,Thriller, Comedy,Drama,Romance"
Edwige Fenech,1948,NA,"actress,producer","tt0069073,tt0063707,tt0069421,tt0498353",5.089225071557702,nm0271763,"Comedy, Adventure,Comedy,Western, Drama,Horror,Thriller, Horror,Mystery,Thriller, Adventure,Drama,History, Comedy,Crime, Adventure,Crime,Romance, Comedy,Sci-Fi, Comedy,Mystery, Horror,Thriller, Action,Adventure,Crime, Comedy,Romance, Action,Crime,Drama, Crime,Drama, Drama, Drama,Horror,Mystery, Comedy,Crime,Fantasy, Crime,Horror,Mystery"
Bernadette Lafont,1938,2013,"actress,soundtrack,director","tt0070359,tt2215395,tt0053666,tt0093505",5.726335981505412,nm0480942,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Adventure,Animation,Comedy, Crime,Drama, Crime,Drama,Mystery, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Comedy,Drama,Romance, Adventure,Drama,Fantasy"
Li Ching,1945,2017,actress,"tt0069881,tt1172525,tt0075415,tt0077664",5.372883751500324,nm0508380,"Action, Comedy, Action,Comedy, Action,Drama,Mystery, Comedy,Music, Action,Adventure, Drama,Romance, Action,Drama, Musical,Romance, Horror,Thriller, Action,Drama,Fantasy, Action,Horror, Adventure,Drama, Action,Crime,Drama, Action,Mystery, Drama, Action,Adventure,Fantasy, Action,Mystery,Thriller"
Christina Ricci,1980,NA,"actress,producer,soundtrack","tt0112642,tt0114011,tt0811080,tt0118789",5.465560064257362,nm0000207,"Thriller, Comedy,Fantasy,Romance, Crime,Drama,History, Comedy, Biography,Drama,Romance, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Horror,Thriller, Action,Adventure,Comedy, Adventure,Animation,Comedy, Fantasy,Horror,Mystery, Romance, Drama,Music,Romance, Comedy,Horror, Adventure,Animation,Family, Comedy,Family,Fantasy, Horror,Mystery,Thriller, Crime,Mystery,Thriller, Comedy,Romance,Thriller, Comedy,Romance, Drama,Music, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Crime,Drama, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,History,War"
Annabella Sciorra,1960,NA,"actress,producer","tt0104389,tt0102175",5.62960031740599,nm0001711,"Thriller, Biography,Drama,Mystery, Crime, Comedy, Drama,Sport, Drama,Fantasy,Romance, Drama,Horror, Horror,Mystery,Thriller, Sci-Fi,Thriller, Biography, Drama,Mystery,Sci-Fi, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Comedy,Thriller, Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Family,Romance, Comedy,Drama,Romance, Drama,Thriller"
Mervat Amin,1946,NA,actress,"tt1177145,tt1773561,tt0332020,tt6234188",5.830454156865324,nm0024910,"Thriller, Action,Thriller, Drama,Musical,Romance, Comedy, Drama,History, Drama,Romance, Mystery, Comedy,Drama, Crime,Drama,Romance, Drama,Fantasy,Horror, Horror,Thriller, Biography,Drama,History, Comedy,Thriller, Comedy,Drama,Family, War, Crime,Drama,Mystery, Comedy,Romance, Drama, Romance, Drama,Mystery, Comedy,Musical, Comedy,Drama,Musical, Action,Crime,Thriller, Comedy,Drama,Romance"
Aparna Sen,1945,NA,"actress,director,writer","tt0081968,tt0329393,tt1620620,tt0249866",6.310613841503699,nm0031967,"Thriller, Comedy,Drama,Family, Drama,Musical,Romance, Action,Crime,Drama, Comedy, Drama, Comedy,Fantasy, Drama,Romance, Comedy,Drama, Comedy,Drama,Romance, Comedy,Drama,Fantasy, Drama,Family"
Mala Sinha,1936,NA,"actress,music_department","tt0362023,tt0156606,tt0156593,tt0137847",6.198097402148076,nm0802366,"Comedy, Action,Drama,Mystery, Action,Crime,Musical, Comedy,Drama, Mystery, Comedy,Crime,Drama, Family,Romance, Comedy,Drama,Family, Crime,Drama, Action,Adventure,Drama, Romance, Drama,Mystery, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Musical, Drama,Musical,Romance, Drama,Family,Romance, Drama,Romance, Crime,Drama,Romance, Action,Drama, Drama,Family, Action,Crime,Drama, Adventure,Comedy,Crime, Comedy,Romance, Drama, Drama,Family,Musical, Comedy,Drama,Romance, Drama,Musical, Crime,Mystery"
Charmme Kaur,1987,NA,"actress,producer","tt0473604,tt4786610,tt4435072,tt0471862",5.1930199297254855,nm0996625,"Thriller, Action, Crime,Drama,Thriller, Action,Fantasy, Comedy, Action,Drama,Mystery, Drama,Horror, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Drama,Romance, Action,Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Mystery,Thriller, Action,Drama,Romance, Action,Crime,Thriller, Action,Comedy,Drama"
Ragaa Al-Gidawy,1934,2020,actress,"tt0332529,tt5579382,tt0369689,tt5687212",5.440246111112998,nm1145232,"Action, Comedy, Horror, Horror,Mystery, Drama,Romance, Comedy,Drama, Action,Comedy,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Drama, Action,Comedy,Crime, Romance, Drama,Mystery, Comedy,Drama,Romance, Drama,Thriller"
Koyel Mallick,1982,NA,actress,"tt8284822,tt4771828,tt4771812,tt2266600",5.85281014831498,nm3359800,"Thriller, Action, Drama,Musical,Romance, Action,Musical,Romance, Drama,Romance, Action,Drama, Action,Drama,Musical, Crime,Drama, Comedy,Romance, Action,Romance, Drama, Romance, Action,Drama,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Sci-Fi"
Nastassja Kinski,1961,NA,"actress,producer,soundtrack","tt0087884,tt0080009,tt0111400,tt0083722",5.543014986297854,nm0000176,"Thriller, Action,Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Comedy,Music,Romance, Comedy,Crime, Drama,Mystery,Thriller, Horror,Sci-Fi,Thriller, Action,Mystery,Romance, Crime,Drama, Crime,Drama,Mystery, Crime,Romance,Thriller, Drama,Sci-Fi,Thriller, Biography,Music, Drama,Musical,Romance, Fantasy,Horror,Thriller, Drama,Romance,Thriller, Adventure,Drama,History, Drama,Romance, Crime,Drama,Romance, Horror,Sci-Fi, Comedy,Romance, Drama,Music, Drama, Drama,War, Biography,Drama, Comedy,Family,Romance, Comedy,Drama,Romance"
Marisa Tomei,1964,NA,"actress,producer,soundtrack","tt1596363,tt0104952,tt1125849,tt0247425",5.932381269524287,nm0000673,"Comedy,Fantasy,Romance, Crime,Drama,Thriller, Comedy, Drama,Sport, Action,Drama,Mystery, Comedy,Music,Romance, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Biography,Drama,History, Adventure,Crime,Drama, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Drama, Drama,War, Crime,Drama, Drama,Horror,Mystery, Comedy,Drama,Musical, Action,Comedy,Thriller, Comedy,Drama,Romance, Comedy,Family, Documentary,News, Drama,Thriller"
